"employee_number","job_role","department","age","monthly_income","years_at_company","attrition","over_time","raw_score","income_pctile_in_dept","risk_tier","estimated_replacement_cost"
14,"Laboratory Technician","Research & Development",35,2426,5,"No","No",30,"0.15625","Medium","43668"
1138,"Sales Executive","Sales",49,13120,9,"No","No",30,"0.9011235955056179","Medium","236160"
615,"Sales Executive","Sales",40,10932,1,"No","No",30,"0.8831460674157303","Medium","196776"
304,"Laboratory Technician","Research & Development",36,5914,13,"No","No",30,"0.659375","Medium","106452"
27,"Sales Representative","Sales",36,3407,5,"Yes","No",30,"0.16404494382022472","Medium","61326"
261,"Manufacturing Director","Research & Development",35,5916,1,"Yes","Yes",30,"0.6614583333333334","Medium","106488"
1017,"Laboratory Technician","Research & Development",30,2422,3,"Yes","No",30,"0.15520833333333334","Medium","43596"
1624,"Sales Representative","Sales",18,1569,0,"Yes","Yes",30,"0.01348314606741573","Medium","28242"
1361,"Laboratory Technician","Research & Development",40,2387,4,"No","No",30,"0.14583333333333334","Medium","42966"
827,"Manufacturing Director","Research & Development",42,6062,4,"No","Yes",30,"0.6697916666666667","Medium","109116"
147,"Laboratory Technician","Research & Development",34,6074,9,"Yes","Yes",30,"0.6708333333333333","Medium","109332"
1333,"Laboratory Technician","Research & Development",44,2362,3,"Yes","No",30,"0.12916666666666668","Medium","42516"
893,"Sales Representative","Sales",38,2899,2,"No","No",30,"0.1393258426966292","Medium","52182"
1587,"Healthcare Representative","Research & Development",35,6142,5,"No","Yes",30,"0.6739583333333333","Medium","110556"
1875,"Sales Representative","Sales",28,2856,1,"No","No",30,"0.1348314606741573","Medium","51408"
1833,"Sales Executive","Sales",31,9637,3,"No","No",30,"0.797752808988764","Medium","173466"
951,"Laboratory Technician","Research & Development",32,2332,3,"No","No",30,"0.11875","Medium","41976"
96,"Research Scientist","Research & Development",32,6220,10,"No","No",30,"0.6802083333333333","Medium","111960"
1753,"Healthcare Representative","Research & Development",29,6294,3,"No","Yes",30,"0.6833333333333333","Medium","113292"
247,"Research Scientist","Research & Development",34,2311,3,"No","No",30,"0.109375","Medium","41598"
1944,"Human Resources","Human Resources",27,2863,1,"Yes","No",30,"0.3548387096774194","Medium","51534"
1651,"Healthcare Representative","Research & Development",36,8008,3,"No","No",30,"0.7614583333333333","Medium","144144"
514,"Research Scientist","Research & Development",30,2285,1,"Yes","Yes",30,"0.1","Medium","41130"
1217,"Research Director","Research & Development",46,19081,4,"No","No",30,"0.965625","Medium","343458"
1525,"Manufacturing Director","Research & Development",39,8376,2,"No","No",30,"0.7645833333333333","Medium","150768"
291,"Sales Executive","Sales",32,10400,14,"Yes","No",30,"0.849438202247191","Medium","187200"
511,"Research Scientist","Research & Development",22,2244,2,"No","No",30,"0.090625","Medium","40392"
1752,"Sales Representative","Sales",29,2760,2,"Yes","No",30,"0.1146067415730337","Medium","49680"
85,"Manufacturing Director","Research & Development",36,6499,6,"No","No",30,"0.6989583333333333","Medium","116982"
47,"Sales Representative","Sales",50,2683,3,"Yes","Yes",30,"0.10786516853932585","Medium","48294"
496,"Healthcare Representative","Research & Development",35,6540,1,"No","No",30,"0.7020833333333333","Medium","117720"
1430,"Research Director","Research & Development",31,16422,3,"No","No",30,"0.915625","Medium","295596"
1780,"Sales Representative","Sales",21,2679,1,"Yes","No",30,"0.10561797752808989","Medium","48222"
1655,"Research Director","Research & Development",49,16413,4,"No","No",30,"0.9145833333333333","Medium","295434"
1837,"Research Director","Research & Development",58,15787,2,"No","Yes",30,"0.9083333333333333","Medium","284166"
976,"Manager","Research & Development",52,17099,9,"No","No",30,"0.93125","Medium","307782"
1391,"Sales Executive","Sales",51,10596,4,"No","No",30,"0.8629213483146068","Medium","190728"
1441,"Research Scientist","Research & Development",56,2066,3,"No","No",30,"0.042708333333333334","Medium","37188"
616,"Healthcare Representative","Research & Development",41,6811,8,"No","Yes",30,"0.7208333333333333","Medium","122598"
24,"Research Scientist","Research & Development",38,3944,3,"No","Yes",30,"0.4395833333333333","Medium","70992"
1083,"Laboratory Technician","Research & Development",26,3955,5,"No","No",30,"0.440625","Medium","71190"
246,"Research Scientist","Research & Development",31,3929,4,"No","Yes",30,"0.4375","Medium","70722"
1613,"Sales Executive","Sales",31,5332,5,"No","No",30,"0.4134831460674157","Medium","95976"
520,"Research Director","Research & Development",43,14336,25,"No","No",30,"0.9","Medium","258048"
327,"Manager","Sales",43,16064,17,"No","Yes",30,"0.9393258426966292","Medium","289152"
2036,"Sales Executive","Sales",36,5406,15,"No","No",30,"0.43820224719101125","Medium","97308"
369,"Healthcare Representative","Research & Development",25,4000,6,"No","No",30,"0.44895833333333335","Medium","72000"
431,"Healthcare Representative","Research & Development",49,13964,7,"No","Yes",30,"0.8958333333333334","Medium","251352"
1646,"Research Scientist","Research & Development",24,3760,6,"No","Yes",30,"0.41770833333333335","Medium","67680"
1664,"Healthcare Representative","Research & Development",36,6842,5,"No","No",30,"0.725","Medium","123156"
1004,"Research Scientist","Research & Development",30,2132,5,"Yes","Yes",30,"0.065625","Medium","38376"
649,"Research Scientist","Research & Development",34,3622,6,"No","Yes",30,"0.396875","Medium","65196"
1537,"Research Scientist","Research & Development",31,4084,7,"Yes","No",30,"0.4625","Medium","73512"
1461,"Human Resources","Human Resources",31,2109,3,"No","No",30,"0.04838709677419355","Medium","37962"
1233,"Sales Executive","Sales",60,5220,11,"No","Yes",30,"0.3887640449438202","Medium","93960"
380,"Research Director","Research & Development",37,13603,5,"No","Yes",30,"0.8864583333333333","Medium","244854"
1173,"Laboratory Technician","Research & Development",24,3597,4,"No","No",30,"0.39479166666666665","Medium","64746"
842,"Sales Executive","Sales",55,5160,9,"Yes","No",30,"0.3797752808988764","Medium","92880"
926,"Manufacturing Director","Research & Development",22,4171,3,"Yes","Yes",30,"0.4708333333333333","Medium","75078"
1433,"Research Scientist","Research & Development",31,1261,1,"Yes","No",30,"0.00625","Medium","22698"
148,"Manager","Human Resources",54,17328,5,"No","Yes",30,"0.8870967741935484","Medium","311904"
1224,"Laboratory Technician","Research & Development",30,3491,10,"No","No",30,"0.38229166666666664","Medium","62838"
1943,"Sales Executive","Sales",42,5087,0,"No","Yes",30,"0.3707865168539326","Medium","91566"
355,"Laboratory Technician","Research & Development",31,3479,5,"Yes","No",30,"0.3802083333333333","Medium","62622"
486,"Laboratory Technician","Research & Development",37,3452,5,"No","No",30,"0.37395833333333334","Medium","62136"
1880,"Sales Executive","Sales",36,5673,10,"No","Yes",30,"0.4853932584269663","Medium","102114"
516,"Sales Executive","Sales",40,5715,5,"No","No",30,"0.4943820224719101","Medium","102870"
274,"Manufacturing Director","Research & Development",27,4298,2,"No","No",30,"0.4895833333333333","Medium","77364"
62,"Sales Executive","Sales",46,5772,9,"No","Yes",30,"0.5056179775280899","Medium","103896"
1656,"Research Director","Research & Development",50,13269,14,"No","No",30,"0.8739583333333333","Medium","238842"
1545,"Manufacturing Director","Research & Development",33,4320,5,"No","No",30,"0.49375","Medium","77760"
110,"Manufacturing Director","Research & Development",34,4325,5,"No","No",30,"0.4947916666666667","Medium","77850"
716,"Laboratory Technician","Research & Development",50,3221,20,"No","Yes",30,"0.34375","Medium","57978"
1428,"Sales Executive","Sales",30,4779,3,"No","No",30,"0.3235955056179775","Medium","86022"
306,"Research Director","Research & Development",37,12185,10,"No","Yes",30,"0.8614583333333333","Medium","219330"
197,"Research Scientist","Research & Development",30,3204,3,"No","No",30,"0.33958333333333335","Medium","57672"
1387,"Sales Executive","Sales",28,4724,5,"No","No",30,"0.31235955056179776","Medium","85032"
28,"Research Director","Research & Development",34,11994,12,"No","No",30,"0.8572916666666667","Medium","215892"
1390,"Sales Executive","Sales",39,6120,5,"No","Yes",30,"0.5258426966292135","Medium","110160"
61,"Research Scientist","Research & Development",37,3022,1,"No","No",30,"0.31354166666666666","Medium","54396"
2013,"Sales Representative","Sales",32,2269,2,"No","No",30,"0.04719101123595506","Medium","40842"
1394,"Research Scientist","Research & Development",37,2996,6,"No","Yes",30,"0.31145833333333334","Medium","53928"
1431,"Research Scientist","Research & Development",34,2996,4,"No","No",30,"0.31145833333333334","Medium","53928"
201,"Laboratory Technician","Research & Development",19,1483,1,"No","No",30,"0.0125","Medium","26694"
458,"Sales Executive","Sales",27,6214,8,"No","No",30,"0.5460674157303371","Medium","111852"
151,"Research Scientist","Research & Development",34,4505,1,"No","No",30,"0.5197916666666667","Medium","81090"
960,"Laboratory Technician","Research & Development",20,2973,1,"Yes","No",30,"0.30625","Medium","53514"
31,"Research Scientist","Research & Development",34,2960,4,"Yes","No",30,"0.30416666666666664","Medium","53280"
2040,"Human Resources","Human Resources",35,8837,9,"No","Yes",30,"0.7580645161290323","Medium","159066"
254,"Research Director","Research & Development",55,18722,24,"No","No",30,"0.9583333333333334","Medium","336996"
899,"Manufacturing Director","Research & Development",35,10903,13,"No","No",30,"0.8354166666666667","Medium","196254"
1614,"Manufacturing Director","Research & Development",36,4663,3,"No","Yes",30,"0.534375","Medium","83934"
175,"Sales Executive","Sales",31,4559,2,"Yes","Yes",30,"0.27191011235955054","Medium","82062"
1298,"Manufacturing Director","Research & Development",30,4695,8,"No","Yes",30,"0.5375","Medium","84510"
1722,"Human Resources","Human Resources",41,6430,3,"No","No",30,"0.7258064516129032","Medium","115740"
1712,"Healthcare Representative","Research & Development",45,10748,23,"No","No",30,"0.8291666666666667","Medium","193464"
424,"Human Resources","Human Resources",31,6410,2,"No","No",30,"0.7096774193548387","Medium","115380"
920,"Manufacturing Director","Research & Development",43,4765,1,"No","No",30,"0.5447916666666667","Medium","85770"
1158,"Laboratory Technician","Research & Development",41,4766,1,"No","Yes",30,"0.5458333333333333","Medium","85788"
647,"Laboratory Technician","Research & Development",24,2886,6,"Yes","Yes",30,"0.28541666666666665","Medium","51948"
808,"Sales Executive","Sales",34,6500,3,"No","No",30,"0.5752808988764045","Medium","117000"
1710,"Sales Representative","Sales",36,4502,13,"No","No",30,"0.25842696629213485","Medium","81036"
2010,"Laboratory Technician","Research & Development",32,2837,6,"No","No",30,"0.27708333333333335","Medium","51066"
1770,"Research Director","Research & Development",55,19038,1,"No","No",30,"0.9625","Medium","342684"
1231,"Human Resources","Human Resources",42,6272,4,"No","No",30,"0.6612903225806451","Medium","112896"
1863,"Sales Executive","Sales",46,13225,19,"No","No",30,"0.9078651685393259","Medium","238050"
527,"Sales Executive","Sales",25,4487,5,"No","Yes",30,"0.25617977528089886","Medium","80766"
705,"Research Scientist","Research & Development",23,2819,3,"No","No",30,"0.27291666666666664","Medium","50742"
1001,"Laboratory Technician","Research & Development",27,2811,2,"No","No",30,"0.26979166666666665","Medium","50598"
1704,"Research Scientist","Research & Development",35,4930,5,"No","Yes",30,"0.56875","Medium","88740"
1949,"Laboratory Technician","Research & Development",36,2810,5,"No","No",30,"0.26875","Medium","50580"
604,"Sales Executive","Sales",31,6582,6,"No","Yes",30,"0.5910112359550562","Medium","118476"
366,"Sales Executive","Sales",29,6644,0,"No","No",30,"0.597752808988764","Medium","119592"
752,"Research Scientist","Research & Development",42,2759,2,"Yes","Yes",30,"0.2552083333333333","Medium","49662"
648,"Sales Representative","Sales",30,2033,1,"Yes","No",30,"0.024719101123595506","Medium","36594"
1439,"Sales Representative","Sales",25,4400,3,"Yes","No",30,"0.2449438202247191","Medium","79200"
1903,"Healthcare Representative","Research & Development",44,5033,2,"No","No",30,"0.5770833333333333","Medium","90594"
2057,"Manufacturing Director","Research & Development",31,9936,9,"No","No",30,"0.7958333333333333","Medium","178848"
1642,"Human Resources","Human Resources",44,5743,10,"No","Yes",30,"0.6129032258064516","Medium","103374"
1597,"Healthcare Representative","Research & Development",34,5063,8,"No","No",30,"0.58125","Medium","91134"
934,"Laboratory Technician","Research & Development",34,2008,1,"No","No",30,"0.025","Medium","36144"
1659,"Laboratory Technician","Research & Development",36,2013,4,"No","No",30,"0.028125","Medium","36234"
1909,"Sales Executive","Sales",41,4393,5,"No","No",30,"0.24269662921348314","Medium","79074"
775,"Manufacturing Director","Research & Development",34,5121,0,"No","No",30,"0.5875","Medium","92178"
1434,"Laboratory Technician","Research & Development",27,2099,5,"No","No",30,"0.057291666666666664","Medium","37782"
2025,"Manufacturing Director","Research & Development",36,5131,4,"No","No",30,"0.590625","Medium","92358"
281,"Laboratory Technician","Research & Development",40,2741,7,"No","Yes",30,"0.25","Medium","49338"
723,"Sales Executive","Sales",50,6796,4,"Yes","Yes",30,"0.6157303370786517","Medium","122328"
639,"Research Scientist","Research & Development",24,2725,6,"No","Yes",30,"0.24895833333333334","Medium","49050"
1355,"Sales Executive","Sales",38,6893,7,"No","No",30,"0.6337078651685393","Medium","124074"
1621,"Research Scientist","Research & Development",35,5208,16,"No","No",30,"0.596875","Medium","93744"
1764,"Research Scientist","Research & Development",32,2718,7,"No","No",30,"0.24479166666666666","Medium","48924"
1789,"Research Director","Research & Development",46,19328,2,"No","Yes",30,"0.978125","Medium","347904"
158,"Manager","Sales",43,16959,25,"No","Yes",30,"0.9573033707865168","Medium","305262"
618,"Sales Executive","Sales",26,4306,0,"No","No",30,"0.2292134831460674","Medium","77508"
1869,"Sales Executive","Sales",46,7314,8,"Yes","No",30,"0.6561797752808989","Medium","131652"
1125,"Sales Executive","Sales",38,7351,1,"No","No",30,"0.6606741573033708","Medium","132318"
1583,"Sales Executive","Sales",38,4198,3,"No","No",30,"0.21123595505617979","Medium","75564"
1049,"Human Resources","Human Resources",45,2177,6,"No","No",30,"0.11290322580645161","Medium","39186"
2003,"Laboratory Technician","Research & Development",35,2660,2,"No","Yes",30,"0.22604166666666667","Medium","47880"
1787,"Sales Executive","Sales",37,4189,5,"No","No",30,"0.20674157303370785","Medium","75402"
19,"Laboratory Technician","Research & Development",28,2028,4,"Yes","Yes",30,"0.03229166666666667","Medium","36504"
789,"Sales Executive","Sales",36,7587,10,"No","No",30,"0.6719101123595506","Medium","136566"
305,"Research Scientist","Research & Development",33,2622,3,"No","No",30,"0.21666666666666667","Medium","47196"
888,"Laboratory Technician","Research & Development",24,3162,5,"No","No",25,"0.3333333333333333","Low","56916"
1997,"Manufacturing Director","Research & Development",38,5321,8,"No","No",25,"0.609375","Low","95778"
544,"Research Scientist","Research & Development",45,2654,2,"No","No",25,"0.221875","Low","47772"
125,"Sales Executive","Sales",32,5010,11,"No","No",25,"0.36404494382022473","Low","90180"
446,"Sales Executive","Sales",33,4682,7,"No","No",25,"0.30337078651685395","Low","84276"
781,"Sales Executive","Sales",25,6180,6,"No","No",25,"0.5393258426966292","Low","111240"
1198,"Laboratory Technician","Research & Development",20,3033,2,"No","No",25,"0.3145833333333333","Low","54594"
1628,"Manufacturing Director","Research & Development",40,10435,18,"No","No",25,"0.815625","Low","187830"
58,"Research Director","Research & Development",41,19545,22,"Yes","No",25,"0.9875","Low","351810"
364,"Laboratory Technician","Research & Development",28,3485,0,"Yes","No",25,"0.38125","Low","62730"
513,"Sales Executive","Sales",36,7596,10,"No","No",25,"0.6741573033707865","Low","136728"
194,"Research Scientist","Research & Development",30,2632,5,"No","No",25,"0.21875","Low","47376"
1279,"Laboratory Technician","Research & Development",21,2625,2,"Yes","No",25,"0.21770833333333334","Low","47250"
997,"Research Director","Research & Development",50,17399,5,"No","No",25,"0.9385416666666667","Low","313182"
1070,"Sales Executive","Sales",54,10686,9,"No","No",25,"0.8696629213483146","Low","192348"
159,"Research Scientist","Research & Development",30,2613,10,"No","No",25,"0.21458333333333332","Low","47034"
1839,"Research Scientist","Research & Development",18,1514,0,"No","No",25,"0.013541666666666667","Low","27252"
1506,"Research Scientist","Research & Development",28,1563,1,"No","No",25,"0.014583333333333334","Low","28134"
1399,"Sales Executive","Sales",25,6232,3,"No","No",25,"0.550561797752809","Low","112176"
762,"Healthcare Representative","Research & Development",56,11103,10,"No","No",25,"0.8427083333333333","Low","199854"
1225,"Research Scientist","Research & Development",44,4541,20,"No","No",25,"0.525","Low","81738"
981,"Manager","Sales",53,14852,17,"No","No",25,"0.9303370786516854","Low","267336"
1577,"Research Scientist","Research & Development",34,2972,1,"No","No",25,"0.30520833333333336","Low","53496"
273,"Manufacturing Director","Research & Development",38,6261,7,"No","No",25,"0.68125","Low","112698"
1047,"Sales Executive","Sales",34,9725,15,"No","No",25,"0.8089887640449438","Low","175050"
1981,"Healthcare Representative","Research & Development",24,4617,4,"No","No",25,"0.5302083333333333","Low","83106"
1103,"Healthcare Representative","Research & Development",34,7756,6,"No","No",25,"0.7520833333333333","Low","139608"
1311,"Laboratory Technician","Research & Development",30,4627,9,"No","No",25,"0.5322916666666667","Low","83286"
1092,"Healthcare Representative","Research & Development",40,10322,11,"No","No",25,"0.8125","Low","185796"
1028,"Laboratory Technician","Research & Development",35,3917,3,"No","No",25,"0.434375","Low","70506"
60,"Sales Executive","Sales",34,4568,9,"No","No",25,"0.27415730337078653","Low","82224"
1044,"Sales Representative","Sales",33,2342,2,"No","No",25,"0.0696629213483146","Low","42156"
316,"Laboratory Technician","Research & Development",52,3212,2,"No","No",25,"0.34270833333333334","Low","57816"
311,"Sales Representative","Sales",37,2793,9,"No","No",25,"0.1258426966292135","Low","50274"
1701,"Research Scientist","Research & Development",34,2929,10,"No","No",25,"0.2947916666666667","Low","52722"
388,"Sales Executive","Sales",29,4554,10,"No","No",25,"0.2696629213483146","Low","81972"
460,"Manufacturing Director","Research & Development",37,6347,6,"No","No",25,"0.6875","Low","114246"
387,"Sales Executive","Sales",42,4907,20,"No","No",25,"0.3393258426966292","Low","88326"
465,"Research Scientist","Research & Development",23,2904,4,"No","No",25,"0.28958333333333336","Low","52272"
1950,"Sales Executive","Sales",34,9888,14,"No","No",25,"0.8179775280898877","Low","177984"
1890,"Human Resources","Human Resources",36,3886,10,"No","No",25,"0.5","Low","69948"
1969,"Research Scientist","Research & Development",54,2897,4,"No","No",25,"0.28854166666666664","Low","52146"
1479,"Sales Executive","Sales",30,5301,2,"No","No",25,"0.40224719101123596","Low","95418"
872,"Manufacturing Director","Research & Development",22,4775,2,"No","No",25,"0.5489583333333333","Low","85950"
560,"Research Scientist","Research & Development",26,2886,3,"No","No",25,"0.28541666666666665","Low","51948"
1557,"Sales Executive","Sales",48,6439,8,"No","No",25,"0.5730337078651685","Low","115902"
1729,"Research Scientist","Research & Development",30,2862,10,"No","No",25,"0.28125","Low","51516"
36,"Healthcare Representative","Research & Development",44,10248,22,"No","No",25,"0.8083333333333333","Low","184464"
613,"Manager","Sales",31,11557,5,"No","No",25,"0.8876404494382022","Low","208026"
302,"Sales Executive","Sales",45,8865,19,"No","No",25,"0.755056179775281","Low","159570"
128,"Sales Executive","Sales",24,4999,3,"No","No",25,"0.3595505617977528","Low","89982"
1558,"Research Scientist","Research & Development",29,2451,1,"No","No",25,"0.16770833333333332","Low","44118"
367,"Healthcare Representative","Research & Development",31,5582,9,"No","No",25,"0.6385416666666667","Low","100476"
1849,"Sales Executive","Sales",43,5675,7,"No","No",25,"0.48764044943820223","Low","102150"
1163,"Sales Executive","Sales",34,5714,6,"No","No",25,"0.49213483146067416","Low","102852"
1898,"Sales Executive","Sales",27,6500,8,"No","No",25,"0.5752808988764045","Low","117000"
287,"Healthcare Representative","Research & Development",40,4876,3,"No","No",25,"0.5614583333333333","Low","87768"
26,"Manufacturing Director","Research & Development",24,4011,4,"No","No",25,"0.45","Low","72198"
1813,"Research Scientist","Research & Development",43,2438,3,"No","No",25,"0.16145833333333334","Low","43884"
1245,"Manufacturing Director","Research & Development",54,10502,5,"No","No",25,"0.8197916666666667","Low","189036"
859,"Sales Executive","Sales",32,4403,5,"No","No",25,"0.24719101123595505","Low","79254"
1483,"Research Scientist","Research & Development",57,4900,12,"No","No",25,"0.5677083333333334","Low","88200"
1876,"Sales Representative","Sales",30,1081,1,"Yes","No",25,"0.0022471910112359553","Low","19458"
1443,"Research Director","Research & Development",47,17169,20,"No","No",25,"0.934375","Low","309042"
1747,"Human Resources","Human Resources",30,2180,4,"Yes","No",25,"0.12903225806451613","Low","39240"
595,"Sales Executive","Sales",48,4051,9,"No","No",25,"0.1842696629213483","Low","72918"
2045,"Sales Executive","Sales",36,6652,6,"No","No",25,"0.6","Low","119736"
452,"Research Scientist","Research & Development",45,3697,10,"No","No",25,"0.409375","Low","66546"
1102,"Laboratory Technician","Research & Development",28,2207,4,"No","No",25,"0.08125","Low","39726"
690,"Sales Executive","Sales",29,5561,6,"No","No",25,"0.4696629213483146","Low","100098"
655,"Research Scientist","Research & Development",27,2187,5,"No","No",25,"0.07708333333333334","Low","39366"
1633,"Manufacturing Director","Research & Development",39,5042,9,"No","No",25,"0.578125","Low","90756"
1864,"Sales Representative","Sales",27,3540,9,"No","No",25,"0.1707865168539326","Low","63720"
653,"Sales Executive","Sales",31,5460,7,"No","No",25,"0.44719101123595506","Low","98280"
1435,"Laboratory Technician","Research & Development",36,5810,10,"No","No",25,"0.6541666666666667","Low","104580"
1480,"Laboratory Technician","Research & Development",42,3673,12,"No","No",25,"0.403125","Low","66114"
1994,"Laboratory Technician","Research & Development",33,2008,1,"No","No",25,"0.025","Low","36144"
1246,"Research Scientist","Research & Development",44,2011,10,"No","No",25,"0.027083333333333334","Low","36198"
1924,"Sales Executive","Sales",33,5487,10,"No","No",25,"0.46292134831460674","Low","98766"
1035,"Research Director","Research & Development",41,19973,21,"No","No",25,"0.9989583333333333","Low","359514"
1116,"Manager","Research & Development",48,16885,5,"No","No",25,"0.9270833333333334","Low","303930"
724,"Healthcare Representative","Research & Development",38,7625,9,"No","No",25,"0.7479166666666667","Low","137250"
691,"Research Scientist","Research & Development",35,6646,17,"No","No",25,"0.709375","Low","119628"
1473,"Healthcare Representative","Research & Development",49,6651,3,"No","No",25,"0.7104166666666667","Low","119718"
1453,"Sales Executive","Sales",31,10793,13,"No","No",25,"0.8741573033707866","Low","194274"
243,"Laboratory Technician","Research & Development",19,1102,1,"Yes","No",25,"0.0020833333333333333","Low","19836"
865,"Research Scientist","Research & Development",32,5175,5,"No","No",25,"0.59375","Low","93150"
79,"Laboratory Technician","Research & Development",38,2406,10,"No","No",25,"0.15208333333333332","Low","43308"
215,"Sales Executive","Sales",40,10855,12,"No","No",25,"0.8808988764044944","Low","195390"
484,"Sales Representative","Sales",21,2610,3,"No","No",25,"0.09438202247191012","Low","46980"
1107,"Laboratory Technician","Research & Development",26,2377,1,"Yes","No",25,"0.140625","Low","42786"
982,"Sales Executive","Sales",30,7264,8,"No","No",25,"0.651685393258427","Low","130752"
228,"Sales Executive","Sales",30,9419,10,"No","No",25,"0.7842696629213484","Low","169542"
1960,"Laboratory Technician","Research & Development",28,2367,4,"Yes","No",25,"0.13229166666666667","Low","42606"
828,"Research Scientist","Research & Development",28,4382,2,"Yes","No",25,"0.503125","Low","78876"
805,"Sales Representative","Sales",35,2572,3,"No","No",25,"0.0898876404494382","Low","46296"
941,"Sales Representative","Sales",31,2329,7,"No","No",25,"0.06741573033707865","Low","41922"
1415,"Laboratory Technician","Research & Development",25,3229,3,"No","No",25,"0.34479166666666666","Low","58122"
1038,"Manager","Sales",52,19845,32,"Yes","No",25,"0.9977528089887641","Low","357210"
1687,"Laboratory Technician","Research & Development",38,3306,0,"No","No",25,"0.35208333333333336","Low","59508"
177,"Human Resources","Human Resources",26,2942,8,"No","No",25,"0.3709677419354839","Low","52956"
1774,"Sales Executive","Sales",34,4001,15,"No","Yes",20,"0.17752808988764046","Low","72018"
829,"Human Resources","Human Resources",36,2143,5,"No","No",20,"0.06451612903225806","Low","38574"
1987,"Human Resources","Human Resources",25,2187,2,"No","No",20,"0.14516129032258066","Low","39366"
470,"Human Resources","Human Resources",42,2696,3,"No","Yes",20,"0.25806451612903225","Low","48528"
1865,"Human Resources","Human Resources",29,2804,1,"No","No",20,"0.3225806451612903","Low","50472"
1842,"Human Resources","Human Resources",31,2956,1,"Yes","No",20,"0.3870967741935484","Low","53208"
1683,"Human Resources","Human Resources",44,3195,2,"No","Yes",20,"0.41935483870967744","Low","57510"
1289,"Human Resources","Human Resources",34,4490,10,"No","No",20,"0.5483870967741935","Low","80820"
1408,"Manager","Human Resources",42,16799,20,"No","No",20,"0.8709677419354839","Low","302382"
701,"Research Scientist","Research & Development",20,1009,1,"Yes","Yes",20,"0","Low","18162"
1974,"Laboratory Technician","Research & Development",31,1129,1,"No","Yes",20,"0.003125","Low","20322"
1692,"Laboratory Technician","Research & Development",32,1393,1,"Yes","No",20,"0.009375","Low","25074"
556,"Laboratory Technician","Research & Development",38,1702,1,"No","Yes",20,"0.017708333333333333","Low","30636"
1374,"Research Scientist","Research & Development",34,2029,5,"No","No",20,"0.034375","Low","36522"
1883,"Laboratory Technician","Research & Development",29,2062,3,"No","No",20,"0.041666666666666664","Low","37116"
1762,"Research Scientist","Research & Development",29,2109,1,"No","No",20,"0.06041666666666667","Low","37962"
643,"Laboratory Technician","Research & Development",24,2127,1,"No","No",20,"0.06354166666666666","Low","38286"
362,"Laboratory Technician","Research & Development",32,2176,6,"No","No",20,"0.075","Low","39168"
483,"Laboratory Technician","Research & Development",40,2213,7,"No","Yes",20,"0.08333333333333333","Low","39834"
530,"Laboratory Technician","Research & Development",31,2218,4,"No","No",20,"0.08541666666666667","Low","39924"
200,"Laboratory Technician","Research & Development",41,2238,5,"No","No",20,"0.08958333333333333","Low","40284"
1772,"Laboratory Technician","Research & Development",41,2289,5,"No","No",20,"0.10208333333333333","Low","41202"
1551,"Laboratory Technician","Research & Development",24,2296,1,"No","No",20,"0.10625","Low","41328"
54,"Laboratory Technician","Research & Development",27,2341,1,"No","No",20,"0.12291666666666666","Low","42138"
895,"Research Scientist","Research & Development",31,2356,6,"No","Yes",20,"0.128125","Low","42408"
848,"Research Scientist","Research & Development",26,2366,8,"Yes","Yes",20,"0.13125","Low","42588"
471,"Laboratory Technician","Research & Development",32,2370,8,"No","No",20,"0.13541666666666666","Low","42660"
2038,"Research Scientist","Research & Development",32,2439,4,"No","No",20,"0.1625","Low","43902"
1675,"Laboratory Technician","Research & Development",38,2440,4,"No","No",20,"0.16458333333333333","Low","43920"
1564,"Laboratory Technician","Research & Development",35,2450,3,"No","No",20,"0.165625","Low","44100"
95,"Research Scientist","Research & Development",31,2501,1,"No","No",20,"0.18020833333333333","Low","45018"
912,"Laboratory Technician","Research & Development",29,2532,4,"No","No",20,"0.18854166666666666","Low","45576"
1193,"Research Scientist","Research & Development",19,2552,1,"No","No",20,"0.19375","Low","45936"
686,"Laboratory Technician","Research & Development",26,2659,3,"No","Yes",20,"0.225","Low","47862"
1873,"Research Scientist","Research & Development",55,2662,5,"No","No",20,"0.228125","Low","47916"
812,"Laboratory Technician","Research & Development",24,2694,1,"No","No",20,"0.23645833333333333","Low","48492"
1154,"Research Scientist","Research & Development",28,2703,3,"No","Yes",20,"0.23958333333333334","Low","48654"
94,"Research Scientist","Research & Development",29,2703,5,"No","No",20,"0.23958333333333334","Low","48654"
1234,"Laboratory Technician","Research & Development",32,2743,2,"No","No",20,"0.2520833333333333","Low","49374"
252,"Research Scientist","Research & Development",33,2756,8,"No","No",20,"0.25416666666666665","Low","49608"
155,"Laboratory Technician","Research & Development",36,2835,1,"No","No",20,"0.275","Low","51030"
657,"Research Scientist","Research & Development",20,2836,1,"No","No",20,"0.2760416666666667","Low","51048"
1203,"Research Scientist","Research & Development",22,2853,0,"Yes","Yes",20,"0.2791666666666667","Low","51354"
5,"Research Scientist","Research & Development",33,2909,8,"No","Yes",20,"0.290625","Low","52362"
137,"Laboratory Technician","Research & Development",20,2926,1,"Yes","Yes",20,"0.29375","Low","52668"
1755,"Research Scientist","Research & Development",34,2932,5,"No","Yes",20,"0.29583333333333334","Low","52776"
1200,"Research Scientist","Research & Development",44,2936,6,"Yes","Yes",20,"0.2989583333333333","Low","52848"
134,"Research Scientist","Research & Development",32,2956,1,"No","No",20,"0.303125","Low","53208"
